Algeria ,223.65400563940952
Argentina ,214.54794520547946
Armenia ,82.12222222222222
Australia ,251.65990940485267
Austria ,100.18310502283104
Azerbaijan ,176.44109589041096
Belarus ,49.98684210526316
Belgium ,143.32602739726028
Bosnia and Herzegovina ,84.43561643835616
Canada ,104.56500764795858
Croatia ,165.07945205479453
Cyprus ,252.07734806629836
Czech Republic,103.40958904109588
Denmark ,112.8986301369863
Egypt ,270.64604810996565
Estonia ,99.81917808219178
Finland ,47.13125
France ,169.89972602739726
Germany ,124.11037426633128
Greenland [Denmark],-8.767710049423394
Hungary ,155.29753424657534
Ireland ,129.42876712328768
Italy ,169.24347014925374
Kazakhstan ,95.53431140558448
Lithuania ,101.46458923512748
Morocco ,229.91620111731842
Netherlands ,128.0517123287671
Niger ,311.4967320261438
Portugal ,193.26849315068492
Puerto Rico [United States],302.83931203931206
Romania ,170.5331506849315
Russia ,67.56462945777542
Slovakia ,150.26575342465753
Slovenia ,143.2027397260274
Spain ,205.3113854595336
Sri Lanka,252.96712328767123
Switzerland ,115.48931506849316
Tajikistan ,265.0
Tunisia ,228.6252804786836
Turkmenistan ,225.3168604651163
Ukraine ,136.78222741888337
United Kingdom,123.42465753424658
United States,187.40192552851335
Uzbekistan ,228.5408560311284
