Afghanistan ,37.25373134328358
Albania ,212.9013698630137
Algeria ,262.6776275353411
Antarctica ,-97.44813133077191
Argentina ,230.11950098489822
Armenia ,126.42482100238664
Australia ,240.0046819561798
Austria ,127.84268292682927
Azerbaijan ,196.857926221336
Bahamas,296.5013698630137
Bangladesh ,299.1098901098901
Barbados ,297.75454545454545
Belarus ,126.0990601981204
Bermuda [United Kingdom] ,255.2986301369863
Bolivia ,278.8353867214237
Botswana ,307.13995485327314
Brazil ,319.8184438040346
Brunei ,320.97338403041823
Bulgaria ,172.0841121495327
Burkina Faso,350.847489150651
Cameroon ,342.1869158878505
Canada ,98.15965043978301
Central African Republic ,313.1111111111111
Chad ,363.08097165991904
Chile ,193.26180257510728
China ,172.7707717203281
Christmas Island [Australia] ,276.77348066298345
Cocos Keeling Islands [Australia],287.95342465753424
Colombia ,278.2971590909091
Congo Brazzaville,282.61333333333334
Congo Kinshasa,301.6
Costa Rica,307.4078014184397
Cote D'Ivoire,314.69444444444446
Croatia ,201.06118721461186
Cuba ,311.5171339563863
Curacao ,313.65725806451616
Cyprus ,228.6197327852004
Czech Republic,137.56691208315289
Denmark ,131.59136690647483
Ecuador ,289.3333333333333
Egypt ,292.4788809654416
El Salvador,308.1578947368421
Eritrea ,237.03191489361703
Estonia ,102.6120987654321
Ethiopia ,247.84514003294893
Falkland Islands Islas Malvinas [United Kingdom],109.53266331658291
Federated States of Micronesia,307.46110056925994
Finland ,74.45911142234672
France ,177.273965028682
French Guiana [France] ,308.0127388535032
French Polynesia,274.7687074829932
French Southern and Antarctic Lands [France],168.07619047619048
Gabon ,291.6594124047878
Georgia ,167.72791293213828
Germany ,138.56033130913414
Ghana ,317.60795454545456
Gibraltar [United Kingdom] ,225.32740213523132
Greece ,219.55410628019322
Greenland [Denmark],2.6107317073170733
Guinea ,319.2490421455939
Guinea-Bissau ,325.25
Honduras ,295.89972899728997
Hungary ,166.80091533180777
Iceland ,69.0222593210907
India ,318.1063204887218
Indonesia ,314.583498349835
Iran ,245.54234062797335
Ireland ,140.55826086956523
Israel ,264.848401826484
Italy ,193.03376741368868
Jamaica ,307.09090909090907
Jan Mayen [Norway] ,22.375342465753423
Japan ,198.37616580310882
Jordan ,264.12357954545456
Juan De Nova Island [France] ,308.4578313253012
Kazakhstan ,131.90858136838037
Kenya ,312.3343350864012
Korea,178.45483359746433
Kuwait ,327.92452830188677
Kyrgyzstan ,142.0016602102933
Latvia ,116.52445652173913
Liberia ,338.5217391304348
Libya ,278.48247422680413
Lithuania ,121.21177802944507
Luxembourg ,138.29041095890412
Macedonia ,141.1764705882353
Madagascar ,294.09372026641296
Malawi ,273.79092702169623
Malaysia ,316.78356164383564
Mali ,362.5971731448763
Malta ,235.75185185185185
Marshall Islands,316.78512396694214
Martinique [France],305.4941634241245
Mauritania ,358.2102857142857
Mauritius ,266.4821917808219
Mexico ,278.2975101056111
Midway Islands [United States},252.63561643835615
Moldova ,160.6050156739812
Mongolia ,78.78443743427971
Morocco ,231.80901856763927
Mozambique ,303.81629260182876
Namibia ,291.3078867542973
Nepal ,245.2826086956522
Netherlands ,147.50111856823267
New Caledonia [France] ,267.96712328767126
New Zealand,195.34223541048468
Niger ,365.8854337152209
Norway ,80.8109547606523
Oman ,309.5869565217391
Pakistan ,316.12545739675903
Palau ,286.3908523908524
Papua New Guinea ,308.6657534246575
Paraguay ,298.8348157560356
Peru ,272.9161931818182
Philippines ,286.9313815187557
Poland ,142.015625
Portugal ,213.81393861892582
Puerto Rico [United States],306.41642031711905
Romania ,160.79574555968608
Russia ,55.674538916111125
Saint Helena [United Kingdom],169.95454545454547
Saint Pierre and Miquelon [France] ,93.23696682464455
Saudi Arabia,333.1855010660981
Senegal ,373.1903276131045
Serbia ,178.02191780821917
Sierra Leone,306.77777777777777
Singapore ,321.496
Slovakia ,135.7458904109589
Slovenia ,133.40578386605785
South Africa,221.59982306104394
Spain ,207.3780364149363
Sri Lanka,257.16
Sudan ,359.8279132791328
Svalbard [Norway],-12.756164383561643
Swaziland ,271.30379746835445
Sweden ,92.28233607340853
Switzerland ,126.29150684931507
Syria ,260.4213098729228
Tajikistan ,197.50941780821918
Tanzania ,300.0108695652174
Thailand ,328.6796511627907
Togo ,328.85876418663304
Tokelau [New Zealand] ,310.55555555555554
Tonga ,290.6035087719298
Trinidad and Tobago ,308.54227405247815
Tromelin Island [France] ,293.05309734513276
Tunisia ,254.23743232791958
Turkey ,190.81143124853597
Turkmenistan ,229.9012161826756
Tuvalu ,310.6813880126183
Ukraine ,145.64657534246575
United Arab Emirates ,346.73267326732673
United Kingdom,136.50449465500486
United States,180.06179265202704
Uruguay ,235.77033757609297
Uzbekistan ,201.19006182734142
Vanuatu ,276.79576107899805
Venezuela ,313.8818693206404
Vietnam ,302.28285714285715
Virgin Islands [United States],297.99510146955913
Zambia ,266.8
Zimbabwe ,273.47951582867785
